work_order_id,component_number,equipment_number,component_category,comment,users,created_at,scheduled_start_date,scheduled_completion_date,started_at,estimated_hours,actual_hours,finished_at,actual_start_date,status,priority,was_planned_maintenance,did_require_shutdown,activity_type
3228798,PV1-1123-TRH0408-DTS-TRA,408,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,RE-TORQUE OF THE POS 6,37470,30-Apr-16,30-Apr-16,30-Apr-16,4/30/2016 1:33,8,9,29-Apr-16,29-Apr-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3230594,PV1-1123-TRH0408-FRM-CAB,408,CAB AND CONTROLS FRAME HAULTRUCK CATERPILLAR 789C 408,CORRECT TRANSMISSION FAILURE (DOES NOT APPLY CHANGES),37815,30-Apr-16,30-Apr-16,30-Apr-16,4/30/2016 22:29,1,1,30-Apr-16,30-Apr-16,Closed,0 - Immediate,N,Required,RP-Repair
3232870,PV1-1123-TRH0408-ELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,RIGHT REAR VIEW MIRROR ADJUSTMENT,37814,02-May-16,02-May-16,02-May-16,05-02-16 6:54,2,2,02-May-16,02-May-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3233326,PV1-1123-TRH0408-ELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,REPLACE CLEAN GLASS RELAY.,19913,02-May-16,31-May-16,31-May-16,5/31/2016 16:02,2,1,31-May-16,31-May-16,Closed,1 - Due less than 7 days,N,Required,MO-Modify
3234800,PV1-1123-TRH0408-TIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,(INSPECTORS) REPLACING SHORT LIGHTS BY YELLOW LIGHTS HOW TO IMPROVE.,37814,02-May-16,02-May-16,02-May-16,05-02-16 12:17,1,4,02-May-16,02-May-16,Closed,1 - Due less than 7 days,N,Required,AD-Adjust
3237568,PV1-1123-TRH0408-ENG-COOL,408,COOLING SYSTEM ENGINE HAULTRUCK CATERPILLAR 789C 408,ROLLER POSITION 3.,26123,04-May-16,04-May-16,04-May-16,05-04-16 0:34,6,6,04-May-16,04-May-16,Closed,0 - Immediate,N,Required,RP-Repair
3243902,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,REPLACE THE FAN DRIVE FOR EXCESSIVE PLAY ON THE BEARINGS,21711,05-May-16,09-Aug-16,09-Aug-16,08-09-16 3:26,2,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,IN-Inspection
3243930,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,PREVENTIVE INSPECTION EVERY 250HRS,21711,05-May-16,27-Aug-16,27-Aug-16,8/27/2016 12:04,3,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,SR-Service
3243956,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,PREVENTIVE MAINTENANCE EVERY 500HRS,21711,05-May-16,14-Sep-16,15-Sep-16,9/14/2016 20:43,2,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,IN-Inspection
3243986,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,PREVENTIVE INSPECTION EVERY 250HRS,21711,05-May-16,03-Oct-16,03-Oct-16,10-03-16 5:22,3,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,SR-Service
3244014,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,PREVENTIVE MAINTENANCE EVERY 1000HRS,21711,05-May-16,21-Oct-16,21-Oct-16,10/21/2016 15:46,2,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,IN-Inspection
3244352,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,PREVENTIVE INSPECTION EVERY 250HRS,37470,05-May-16,05-May-16,05-May-16,05-05-16 11:21,6,63,05-May-16,05-May-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3244418,PV1-1123-TRH0408-ACS,408,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 408,CHANGE FAN DRIVE BY BEARING EXCESSIVE GAME,30796,05-May-16,13-May-16,13-May-16,5/13/2016 10:00,1,4,13-May-16,13-May-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3244492,PV1-1123-TRH0408-FIRE,408,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 408,INSPECTION A / C IN 2000 PM,30796,05-May-16,13-May-16,13-May-16,5/13/2016 11:00,2,4,13-May-16,13-May-16,Closed,4 - Due more than 30 days,Y,Required,IN-Inspection
3244891,PV1-1123-TRH0408-HYS,408,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,INSPECTION SYSTEM AFEX FIRE RED (PM 2000 HRS),37816,05-May-16,05-May-16,06-May-16,05-05-16 21:55,6,15,06-May-16,06-May-16,Complete,1 - Due less than 7 days,N,Required,RE-Replace
3245327,PV1-1123-TRH0408-ENG-COOL,408,COOLING SYSTEM ENGINE HAULTRUCK CATERPILLAR 789C 408,REPLACING HYDRAULIC SYSTEM LINES (BACKLOG),37816,06-May-16,12-Jul-16,12-Jul-16,07-12-16 15:32,5,5,12-Jul-16,12-Jul-16,Closed,1 - Due less than 7 days,Y,Required,RE-Replace
3245434,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,CHANGE THE FAN DRIVE SCREW,37470,06-May-16,06-May-16,06-May-16,05-06-16 9:10,2,2,06-May-16,06-May-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3245784,PV1-1123-TRH0408-DTS-TRA,408,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,REPAIR RADIATOR DRAIN TAP,37816,07-May-16,25-Jul-16,25-Jul-16,7/25/2016 2:22,1,NULL,12-Jul-16,12-Jul-16,Complete,1 - Due less than 7 days,N,Required,RE-Replace
3246418,PV1-1123-TRH0408-HYS,408,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,Replace rear control speed sensors (BACKLOG),37470,07-May-16,23-Jul-16,23-Jul-16,7/23/2016 4:05,2,2,23-Jul-16,23-Jul-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3247611,PV1-1123-TRH0408-ENG-ALT,408,ALTERNATOR  ENGINE HAULTRUCK CATERPILLAR 789C 408,REPLACE OIL-RING OF OIL PUMP SUCTION TUBE,37814,08-May-16,08-May-16,09-May-16,05-08-16 21:12,8,20,09-May-16,08-May-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3247679,PV1-1123-TRH0408-ENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,CORRELATE OIL LEAKAGE BY THE ALTERNATOR PULLEY AND SUCTION TUBE OF ENGINE OIL FILTERS.,37814,09-May-16,15-Nov-16,15-Nov-16,11/15/2016 10:00,1,NULL,NULL,NULL,Cancelled,1 - Due less than 7 days,Y,Required,RE-Replace
3248318,PV1-1123-TRH0408-ELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,CHANGE ENGINE OIL HOSE. (DISPOSE MATERIAL TO COMPLETE ORDER),20476,09-May-16,27-Jun-16,27-Jun-16,6/27/2016 5:05,1,1,27-Jun-16,27-Jun-16,Closed,3 - Due less than 30 days,N,Required,AD-Adjust
3248988,PV1-1123-TRH0408-IMP-BED,408,BED IMPLEMENTS SYSTEM HAULTRUCK CATERPILLAR 789C 408,MONITORING - PERFORM TARGET TONNAGE ADJUSTMENT TO 185 TON AND OTHER PARAMETERS ACCORDING TO THE GUIDELINES AT VIMS OF THIS TRUCK,20476,09-May-16,31-Aug-16,31-Aug-16,8/31/2016 10:00,2,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,N,Required,IN-Inspection
3249287,PV1-1123-TRH0408-ELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,MONITORING - PERFORMING MEASUREMENT OF HOPPER WEAR THROUGH ULTRASOUND (MMPDM),26123,09-May-16,09-May-16,09-May-16,05-09-16 13:17,2,6,09-May-16,09-May-16,Closed,0 - Immediate,N,Required,RE-Replace
3249597,PV1-1123-TRH0408-FIRE,408,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 408,REPLACE TRANSMIT TEMPERATURE SENSOR,37814,09-May-16,09-May-16,09-May-16,05-09-16 16:53,3,11,09-May-16,09-May-16,Closed,1 - Due less than 7 days,N,Required,AD-Adjust
3249631,PV1-1123-TRH0408-ENG-TBO-RE,408,TURBO REAR ENGINE HAULTRUCK CATERPILLAR 789C 408,Reload this Page,37814,09-May-16,09-May-16,10-May-16,05-09-16 23:14,10,7,09-May-16,09-May-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3250167,PV1-1123-TRH0408-HYS,408,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,COOLANT LEAK BY THE TURBO LOADER.,20476,10-May-16,12-May-16,12-May-16,05-12-16 10:00,0,33,06-Jun-16,05-Jun-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3251293,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,MONITORING - INSPECT HOUSING OF THE CONVERTER AND COOLING OF FRONT BRAKES AND DETERMINE IF YOU HAVE A FILTER OR A SCREEN - IMMEDIATELY REPORT THE SUPERVISOR IF YOU HAVE A FILTER,38045,10-May-16,22-Jul-16,23-Jul-16,7/22/2016 22:05,6,1,23-Jul-16,22-Jul-16,Closed,3 - Due less than 30 days,N,Not Required,IN-Inspection
3251467,PV1-1123-TRH0408-ACS,408,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 408,MONITORING; CHANGING THE O - RING OF THE AUXILIARY WATER PUMP,28360,10-May-16,03-Jun-16,03-Jun-16,06-03-16 9:40,16,16,03-Jun-16,03-Jun-16,Closed,5 - Shutdown,Y,Required,RE-Replace
3255745,PV1-1123-TRH0408-ENG-COOL,408,COOLING SYSTEM ENGINE HAULTRUCK CATERPILLAR 789C 408,ENABLING AIR CONDITIONING SYSTEM IN PCR,37470,13-May-16,13-May-16,14-May-16,5/13/2016 20:23,10,20,13-May-16,13-May-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3262225,PV1-1123-TRH0408-ELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,INSTALL FAN DRIVE,26123,18-May-16,18-May-16,18-May-16,5/18/2016 2:47,2,2,18-May-16,18-May-16,Closed,0 - Immediate,N,Required,SR-Service
3262530,PV1-1123-TRH0408-FRM-CAB,408,CAB AND CONTROLS FRAME HAULTRUCK CATERPILLAR 789C 408,CLEANING REPAIR FOR BRISA,37814,18-May-16,18-May-16,18-May-16,5/18/2016 7:44,1,1,18-May-16,18-May-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3266064,PV1-1123-TRH0408-FIRE,408,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 408,REPLACE HAPPY CLEAN GLASS.,37815,19-May-16,19-May-16,19-May-16,5/19/2016 18:06,1,1,19-May-16,19-May-16,Closed,0 - Immediate,N,Required,RP-Repair
3268646,PV1-1123-TRH0408-FRM-CAB,408,CAB AND CONTROLS FRAME HAULTRUCK CATERPILLAR 789C 408,REPLACE LADDER ACTUATOR.,37470,20-May-16,27-May-16,27-May-16,5/27/2016 15:12,1,2,27-May-16,27-May-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3268718,PV1-1123-TRH0408-TIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,INSTALLING CABIN MONITOR (BACKLOG),37470,20-May-16,20-May-16,20-May-16,5/20/2016 15:55,2,1,20-May-16,20-May-16,Closed,1 - Due less than 7 days,N,Required,AD-Adjust
3275346,PV1-1123-TRH0408-ENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,LEVEL LLANTA POS 1-3-4,28360,24-May-16,02-Jun-16,02-Jun-16,06-02-16 8:34,2,2,02-Jun-16,02-Jun-16,Closed,5 - Shutdown,Y,Required,RE-Replace
3277375,PV1-1123-TRH0408-DTS,408,DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,FAN DRIVE SPIDER CHANGE. In Components Change.,28360,25-May-16,31-Jan-17,14-Feb-17,1/31/2017 7:56,8,NULL,NULL,NULL,Cancelled,5 - Shutdown,N,Required,RE-Replace
3277490,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,CHANGE MAIN CROSSINGS (N),28360,25-May-16,02-Jun-16,02-Jun-16,06-02-16 10:26,4,4,02-Jun-16,02-Jun-16,Complete,5 - Shutdown,N,Required,SR-Service
3278182,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,Put reflective tape and labeling truck 408,28360,25-May-16,02-Jun-16,09-Jun-16,06-02-16 16:10,0,2,09-Jun-16,02-Jun-16,Closed,5 - Shutdown,Y,Required,RE-Replace
3293115,PV1-1123-TRH0408-FRM-CAB,408,CAB AND CONTROLS FRAME HAULTRUCK CATERPILLAR 789C 408,"CHANGING ENGINE, RADIATOR, FAN AND AXLE POINTS",37814,02-Jun-16,02-Jun-16,02-Jun-16,06-02-16 11:09,2,2,02-Jun-16,02-Jun-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3294001,PV1-1123-TRH0408-ENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,CORRECTIVE FAILURE IN THE WINDOW CLEAN.,26123,02-Jun-16,02-Jun-16,03-Jun-16,06-02-16 23:27,2,1,02-Jun-16,02-Jun-16,Closed,0 - Immediate,N,Not Required,SR-Service
3295499,PV1-1123-TRH0408-ACS,408,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 408,THERMAL ENGINE DOES NOT IGNITE,37814,04-Jun-16,04-Jun-16,04-Jun-16,06-04-16 13:45,1,1,04-Jun-16,04-Jun-16,Closed,1 - Due less than 7 days,N,Required,AD-Adjust
3296651,PV1-1123-TRH0408-DTS-BRK,408,SYSTEM BRAKE DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,UNINSTALL HEATING HOSE.,37470,05-Jun-16,17-Aug-16,17-Aug-16,8/17/2016 8:04,12,NULL,02-Aug-16,02-Aug-16,Complete,1 - Due less than 7 days,N,Required,RE-Replace
3296658,PV1-1123-TRH0408-ENG-PPF,408,PUMP FUEL ENGINE HAULTRUCK CATERPILLAR 789C 408,CHANGE FRONT AND REAR BRAKE COOLING SYSTEM LINES (BACKLOG),37470,05-Jun-16,17-Aug-16,30-Aug-16,8/17/2016 8:31,4,NULL,02-Aug-16,02-Aug-16,Complete,1 - Due less than 7 days,N,Required,RE-Replace
3297712,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,CHANGE FUEL LINES (BACKLOG) (N),28360,06-Jun-16,07-Jun-16,07-Jun-16,06-07-16 15:27,8,8,07-Jun-16,07-Jun-16,Closed,5 - Shutdown,N,Required,RE-Replace
3297862,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,Enable AFEX system in PCR,37470,06-Jun-16,06-Jun-16,06-Jun-16,06-06-16 8:43,4,4,06-Jun-16,06-Jun-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3300507,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,REPAIR AC BATTERY BASE,37816,07-Jun-16,07-Jun-16,07-Jun-16,06-07-16 18:43,3,22,07-Jun-16,07-Jun-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3304515,PV1-1123-TRH0408-ENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,Manufacture hose according to sample,19913,09-Jun-16,10-Jun-16,10-Jun-16,06-10-16 14:00,4,6,10-Jun-16,10-Jun-16,Closed,2 - Due less than 14 days,N,Not Required,SR-Service
3306002,PV1-1123-TRH0408-HYS-CSTEER-R,408,CYLINDER STEERING RIGHT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,Change engine oil and filters after 50 Hours of diesel engine replacement.,37815,10-Jun-16,10-Jun-16,10-Jun-16,06-10-16 16:13,2,2,11-Jun-16,11-Jun-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3306097,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,EVALUATE AND CORRECT EXCESSIVE BOOSTER BOARD.,37814,10-Jun-16,10-Jun-16,11-Jun-16,06-10-16 23:36,2,4,11-Jun-16,10-Jun-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3316884,PV1-1123-TRH0408-DTS-TC,408,TORQUE CONVERTER DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,CHANGE GROOVE HOSE FROM STEERING TERMINALS.,26123,18-Jun-16,18-Jun-16,18-Jun-16,6/18/2016 18:16,2,2,18-Jun-16,18-Jun-16,Closed,0 - Immediate,N,Required,SR-Service
3319502,PV1-1123-TRH0408-HYS,408,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,CORRECTION LEAK BY HOSE LOCK AU,37814,20-Jun-16,20-Jun-16,20-Jun-16,6/20/2016 11:26,5,5,20-Jun-16,20-Jun-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3319599,PV1-1123-TRH0408-DTS-BRK,408,SYSTEM BRAKE DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,CORRECTION HYDRAULIC LEAKAGE BY BRAKE HOSE AND HYDRAULIC TANK + IGNITION FAILURE.,37814,20-Jun-16,08-May-17,08-May-17,05-08-17 12:23,6,NULL,NULL,NULL,Released,1 - Due less than 7 days,N,Required,RE-Replace
3319684,PV1-1123-TRH0408-ELS-STE,408,STEREO ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,REPLACE BRAKE HOSE. (BACKLOG) (N),19913,20-Jun-16,21-Jul-16,21-Jul-16,7/21/2016 13:31,4,NULL,NULL,NULL,Cancelled,2 - Due less than 14 days,N,Required,SR-Service
3319987,PV1-1123-TRH0408-DTS-TC,408,TORQUE CONVERTER DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,INSTALLING THE RADIO OF MUSIC AND ACCESSORIES,37815,20-Jun-16,20-Jun-16,20-Jun-16,6/20/2016 17:58,2,14,21-Jun-16,20-Jun-16,Closed,0 - Immediate,N,Required,RP-Repair
3320023,PV1-1123-TRH0408-FRM,408,FRAME HAULTRUCK CATERPILLAR 789C 408,CHANGE OF PARENT CONVERTER OIL TEMPERATURE SENSOR.,37815,20-Jun-16,20-Jun-16,20-Jun-16,6/20/2016 20:14,2,2,20-Jun-16,20-Jun-16,Closed,0 - Immediate,N,Required,RP-Repair
3324692,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,REPAIR OF MAIN STAIRCASE.,22082,22-Jun-16,27-Jun-16,27-Jun-16,6/27/2016 7:00,1,1,27-Jun-16,27-Jun-16,Closed,2 - Due less than 14 days,Y,Required,PDM-Predictive
3324756,PV1-1123-TRH0408-AIR,408,AIR SYSTEM HAULTRUCK CATERPILLAR 789C 408,Check fuel level sensor for high number of alarms,37470,22-Jun-16,22-Jun-16,22-Jun-16,6/22/2016 7:10,4,4,22-Jun-16,22-Jun-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3325452,PV1-1123-TRH0408-ELS-STE,408,STEREO ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,CORRECTING AIR LEAKAGE BY MANUAL RETARDER,37470,22-Jun-16,23-Jul-16,23-Jul-16,7/23/2016 5:17,4,5,24-Jul-16,24-Jul-16,Complete,2 - Due less than 14 days,N,Required,SR-Service
3326356,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,INSTALLING THE RADIO OF MUSIC AND ACCESSORIES,30796,23-Jun-16,27-Jun-16,27-Jun-16,6/27/2016 2:00,1,1,27-Jun-16,27-Jun-16,Closed,3 - Due less than 30 days,N,Required,SR-Service
3327393,PV1-1123-TRH0408-TIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,PREVENTIVE MAINTENANCE EVERY 500HRS,37470,23-Jun-16,23-Jun-16,23-Jun-16,6/23/2016 15:40,12,9,23-Jun-16,23-Jun-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3330927,PV1-1123-TRH0408-ELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,O-RING CHANGE AND POS V4 EXTENSION,37814,25-Jun-16,25-Jun-16,25-Jun-16,6/25/2016 17:33,2,4,25-Jun-16,25-Jun-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3334708,PV1-1123-TRH0408-TIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,REPLACE BATTERY TERMINAL.,37815,27-Jun-16,27-Jun-16,27-Jun-16,6/27/2016 15:01,2,1,27-Jun-16,27-Jun-16,Closed,0 - Immediate,N,Required,RP-Repair
3344516,PV1-1123-TRH0408-ELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,RETURNING RIMS POS - 3.,25827,03-Jul-16,03-Jul-16,03-Jul-16,07-03-16 7:06,5,NULL,03-Jul-16,03-Jul-16,Closed,0 - Immediate,N,Required,RP-Repair
3347466,PV1-1123-TRH0408-ENG-ALT,408,ALTERNATOR  ENGINE HAULTRUCK CATERPILLAR 789C 408,Replace Glass Cleaner Motor. ,26123,05-Jul-16,05-Jul-16,06-Jul-16,07-05-16 23:23,3,20,06-Jul-16,05-Jul-16,Closed,0 - Immediate,N,Required,SR-Service
3348799,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,"CHANGE OF THE ALTERNATOR, BY DEFICIENCY IN THE VOLTAGE.",30796,06-Jul-16,11-Jul-16,11-Jul-16,07-11-16 10:00,0,2,11-Jul-16,11-Jul-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3351166,PV1-1123-TRH0408-HYS,408,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,PREVENTIVE INSPECTION EACH 250HRS CATERPILLAR 789C,26109,07-Jul-16,07-Jul-16,07-Jul-16,07-07-16 13:35,2,4,08-Jul-16,08-Jul-16,Complete,0 - Immediate,N,Required,RE-Replace
3353897,PV1-1123-TRH0408-ELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,CHANGE OF REAR COOLING HOSE (FOR PAYMENT PURPOSES).,37261,11-Jul-16,23-Jul-16,23-Jul-16,7/23/2016 8:35,0,NULL,23-Jul-16,23-Jul-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3354038,PV1-1123-TRH0408-DTS-BRK,408,SYSTEM BRAKE DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,CHECK IN ETC CONFIGURATION OF EQUIPMENT RUN WHEN THIS IN MAXIMUM OVERLOAD MUST BE CONFIGURED SO THAT IT DOES NOT GO FROM 2D TO CONFIGURE AND ADJUST TO BE NECESSARY,26123,11-Jul-16,11-Jul-16,11-Jul-16,07-11-16 14:41,3,1,11-Jul-16,11-Jul-16,Closed,0 - Immediate,N,Required,SR-Service
3357223,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,CORRECT LEAKAGE BY HOSE OF LEFT REAR BRAKE COOLING SYSTEM.,30796,13-Jul-16,23-Jul-16,23-Jul-16,7/23/2016 2:00,0,10,23-Jul-16,23-Jul-16,Closed,3 - Due less than 30 days,N,Required,SR-Service
3357667,PV1-1123-TRH0408-TIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,PREVENTIVE MAINTENANCE 1000 HRS CATERPILLAR 789C,36886,13-Jul-16,13-Sep-16,13-Sep-16,9/13/2016 13:46,1,NULL,03-Aug-16,03-Aug-16,Complete,3 - Due less than 30 days,Y,Required,RP-Repair
3362120,PV1-1123-TRH0408-DTS-TRA,408,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,TIRE REPAIR 37.00R57 408,30757,17-Jul-16,17-Jul-16,17-Jul-16,7/17/2016 16:01,6,5,17-Jul-16,17-Jul-16,Closed,0 - Immediate,N,Required,RE-Replace
3365639,PV1-1123-TRH0408-ENG-COOL,408,COOLING SYSTEM ENGINE HAULTRUCK CATERPILLAR 789C 408,REPLACE HOSE OF TRANSMISSION.,25827,19-Jul-16,19-Jul-16,19-Jul-16,7/19/2016 13:10,5,3,19-Jul-16,19-Jul-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3365975,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,Replace Admission Filter.,26123,19-Jul-16,19-Jul-16,20-Jul-16,7/19/2016 23:47,3,4,20-Jul-16,19-Jul-16,Closed,0 - Immediate,N,Required,SR-Service
3367087,PV1-1123-TRH0408-ENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,LOW THERMAL MOTOR POWER,22082,20-Jul-16,19-Aug-16,19-Aug-16,8/19/2016 22:00,1,1,19-Aug-16,19-Aug-16,Complete,2 - Due less than 14 days,Y,Required,PDM-Predictive
3370419,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,Inspection and testing of fuel level sensor by level alarms. (Previously requested in WO 3324692) (N),17980,21-Jul-16,20-Sep-16,21-Sep-16,9/20/2016 7:42,1,NULL,NULL,NULL,Cancelled,1 - Due less than 7 days,N,Required,RE-Replace
3370864,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,INSTALLING CABIN LEFT DOOR GLASS CONTROL WITCH (N),-1,21-Jul-16,21-Jul-16,21-Jul-16,7/21/2016 10:28,NULL,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,N,Not Required,RP-Repair
3371167,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,proof,26123,21-Jul-16,21-Jul-16,22-Jul-16,7/21/2016 23:12,2,2,22-Jul-16,21-Jul-16,Closed,0 - Immediate,N,Required,SR-Service
3371428,PV1-1123-TRH0408-ENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,ENGINE DOES NOT IGNITE AND DOES NOT PASS BRAKE TEST,25827,22-Jul-16,22-Jul-16,22-Jul-16,7/22/2016 5:50,2,3,22-Jul-16,22-Jul-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3378059,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,EVALUATE AND CORRECT LOW ENGINE POWER EVENT.,30796,27-Jul-16,06-Aug-16,06-Aug-16,08-06-16 10:00,0,2,06-Aug-16,06-Aug-16,Complete,3 - Due less than 30 days,Y,Required,IN-Inspection
3379447,PV1-1123-TRH0408,408,HAULTRUCK CATERPILLAR 789C 408,PREVENTIVE INSPECTION EACH 250HRS CATERPILLAR 789C,-1,28-Jul-16,05-Aug-16,05-Aug-16,08-05-16 2:30,NULL,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,NULL,Not Required,RP-Repair
3380676,PV1-1123-TRH0408-FRM-CAB,408,CAB AND CONTROLS FRAME HAULTRUCK CATERPILLAR 789C 408,ROUTE-INSP-PREVENTIVE MAINTENANCE 250 HRS CAT 789 CYD,25827,29-Jul-16,29-Jul-16,29-Jul-16,7/29/2016 18:53,2,2,29-Jul-16,29-Jul-16,Complete,1 - Due less than 7 days,N,Required,RP-Repair
3382025,PV1-1123-TRH0408-IMP,408,IMPLEMENTS SYSTEM HAULTRUCK CATERPILLAR 789C 408,Correct Fault in Safety Belt and Clean for Breeze.,30796,01-Aug-16,11-Nov-16,11-Nov-16,11-11-16 10:57,1,1,11-Nov-16,11-Nov-16,Complete,2 - Due less than 14 days,Y,Required,RP-Repair
